street	city	zip	state	beds	baths	sq__ft	type	sale_date	price	latitude	longitude
7032 FAIR OAKS BLVD	CARMICHAEL	95608	CA	3	2	1245	Condo	Mon May 19 00:00:00 EDT 2008	139500	38.628563	-121.328297
2421 SANTINA WAY	ELVERTA	95626	CA	3	2	1416	Residential	Mon May 19 00:00:00 EDT 2008	140000	38.71865	-121.407763
2368 CRAIG AVE	SACRAMENTO	95832	CA	3	2	1300	Residential	Mon May 19 00:00:00 EDT 2008	140800	38.47807	-121.48114
2123 AMANDA WAY	SACRAMENTO	95822	CA	3	2	1120	Residential	Mon May 19 00:00:00 EDT 2008	145000	38.484896	-121.486948
7620 DARLA WAY	SACRAMENTO	95828	CA	4	2	1590	Residential	Mon May 19 00:00:00 EDT 2008	147000	38.478502	-121.403517
8344 FIELDPOPPY CIR	SACRAMENTO	95828	CA	3	2	1407	Residential	Mon May 19 00:00:00 EDT 2008	149600	38.479083	-121.400702
3624 20TH AVE	SACRAMENTO	95820	CA	5	2	1516	Residential	Mon May 19 00:00:00 EDT 2008	150000	38.534508	-121.467907
10001 WOODCREEK OAKS BLVD Unit 1415	ROSEVILLE	95747	CA	2	2	0	Condo	Mon May 19 00:00:00 EDT 2008	150000	38.795529	-121.328819
2848 PROVO WAY	SACRAMENTO	95822	CA	3	2	1646	Residential	Mon May 19 00:00:00 EDT 2008	150000	38.489759	-121.474754
6045 EHRHARDT AVE	SACRAMENTO	95823	CA	3	2	1676	Residential	Mon May 19 00:00:00 EDT 2008	155000	38.457157	-121.433065
1223 LAMBERTON CIR	SACRAMENTO	95838	CA	3	2	1370	Residential	Mon May 19 00:00:00 EDT 2008	155435	38.646677	-121.437573
1223 LAMBERTON CIR	SACRAMENTO	95838	CA	3	2	1370	Residential	Mon May 19 00:00:00 EDT 2008	155500	38.646677	-121.437573
6000 BIRCHGLADE WAY	CITRUS HEIGHTS	95621	CA	4	2	1351	Residential	Mon May 19 00:00:00 EDT 2008	158000	38.70166	-121.323249
7204 THOMAS DR	NORTH HIGHLANDS	95660	CA	3	2	1152	Residential	Mon May 19 00:00:00 EDT 2008	158000	38.697898	-121.377687
8363 LANGTREE WAY	SACRAMENTO	95823	CA	3	2	1452	Residential	Mon May 19 00:00:00 EDT 2008	160000	38.45356	-121.435959
1675 VERNON ST Unit 8	ROSEVILLE	95678	CA	2	1	990	Residential	Mon May 19 00:00:00 EDT 2008	160000	38.734136	-121.299639
6632 IBEX WOODS CT	CITRUS HEIGHTS	95621	CA	2	2	1162	Residential	Mon May 19 00:00:00 EDT 2008	164000	38.720868	-121.309855
117 EVCAR WAY	RIO LINDA	95673	CA	3	2	1182	Residential	Mon May 19 00:00:00 EDT 2008	164000	38.687659	-121.4633
6485 LAGUNA MIRAGE LN	ELK GROVE	95758	CA	2	2	1112	Residential	Mon May 19 00:00:00 EDT 2008	165000	38.42465	-121.430137
746 MOOSE CREEK WAY	GALT	95632	CA	3	2	1100	Residential	Mon May 19 00:00:00 EDT 2008	167000	38.283085	-121.302071
8306 CURLEW CT	CITRUS HEIGHTS	95621	CA	4	2	1280	Residential	Mon May 19 00:00:00 EDT 2008	167293	38.715781	-121.298519
8306 CURLEW CT	CITRUS HEIGHTS	95621	CA	4	2	1280	Residential	Mon May 19 00:00:00 EDT 2008	167293	38.715781	-121.298519
5217 ARGO WAY	SACRAMENTO	95820	CA	3	1	1039	Residential	Mon May 19 00:00:00 EDT 2008	168000	38.52774	-121.433669
7108 HEATHER TREE DR	SACRAMENTO	95842	CA	3	2	1159	Residential	Mon May 19 00:00:00 EDT 2008	170000	38.695677	-121.36022
2956 DAVENPORT WAY	SACRAMENTO	95833	CA	4	2	1917	Residential	Mon May 19 00:00:00 EDT 2008	170000	38.620687	-121.482619
10062 LINCOLN VILLAGE DR	SACRAMENTO	95827	CA	3	2	1520	Residential	Mon May 19 00:00:00 EDT 2008	170000	38.564	-121.320023
332 PALIN AVE	GALT	95632	CA	3	2	1204	Residential	Mon May 19 00:00:00 EDT 2008	174000	38.260467	-121.302636
4649 FREEWAY CIR	SACRAMENTO	95841	CA	3	2	1120	Residential	Mon May 19 00:00:00 EDT 2008	178000	38.658734	-121.357196
8593 DERLIN WAY	SACRAMENTO	95823	CA	3	2	1436	Residential	Mon May 19 00:00:00 EDT 2008	180000	38.447585	-121.426627
9273 PREMIER WAY	SACRAMENTO	95826	CA	3	2	1451	Residential	Mon May 19 00:00:00 EDT 2008	180000	38.55992	-121.352539
8032 DUSENBERG CT	SACRAMENTO	95828	CA	4	2	1638	Residential	Mon May 19 00:00:00 EDT 2008	180000	38.466499	-121.381119
7110 STELLA LN Unit 15	CARMICHAEL	95608	CA	2	2	1000	Condo	Mon May 19 00:00:00 EDT 2008	182000	38.637396	-121.300055
1786 PIEDMONT WAY	ROSEVILLE	95661	CA	3	1	1152	Residential	Mon May 19 00:00:00 EDT 2008	188325	38.72748	-121.256537
1347 HIDALGO CIR	ROSEVILLE	95747	CA	3	2	1154	Residential	Mon May 19 00:00:00 EDT 2008	191500	38.747878	-121.311279
212 CAPPUCINO WAY	SACRAMENTO	95838	CA	3	2	1353	Residential	Mon May 19 00:00:00 EDT 2008	192000	38.657811	-121.465327
5938 WOODBRIAR WAY	CITRUS HEIGHTS	95621	CA	3	2	1329	Residential	Mon May 19 00:00:00 EDT 2008	192700	38.706152	-121.325399
3801 WILDROSE WAY	SACRAMENTO	95826	CA	3	1	1356	Residential	Mon May 19 00:00:00 EDT 2008	195000	38.544368	-121.369979
508 SAMUEL WAY	SACRAMENTO	95838	CA	3	2	1505	Residential	Mon May 19 00:00:00 EDT 2008	197654	38.645689	-121.452766
6128 CARL SANDBURG CIR	SACRAMENTO	95842	CA	3	1	1009	Residential	Mon May 19 00:00:00 EDT 2008	198000	38.681541	-121.355616
1 KENNELFORD CIR	SACRAMENTO	95823	CA	3	2	1144	Residential	Mon May 19 00:00:00 EDT 2008	200345	38.46452	-121.427606
909 SINGINGWOOD RD	SACRAMENTO	95864	CA	2	1	930	Residential	Mon May 19 00:00:00 EDT 2008	203000	38.581471	-121.38839
6671 FOXWOOD CT	SACRAMENTO	95841	CA	4	2	1766	Residential	Mon May 19 00:00:00 EDT 2008	207000	38.687943	-121.328883
8165 AYN RAND CT	SACRAMENTO	95828	CA	4	3	1940	Residential	Mon May 19 00:00:00 EDT 2008	208000	38.468639	-121.403265
9474 VILLAGE TREE DR	ELK GROVE	95758	CA	4	2	1776	Residential	Mon May 19 00:00:00 EDT 2008	210000	38.413947	-121.408276
7213 CALVIN DR	CITRUS HEIGHTS	95621	CA	3	1	1258	Residential	Mon May 19 00:00:00 EDT 2008	212000	38.698154	-121.298375
8167 DERBY PARK CT	SACRAMENTO	95828	CA	4	2	1872	Residential	Mon May 19 00:00:00 EDT 2008	213675	38.460492	-121.373379
6344 LAGUNA MIRAGE LN	ELK GROVE	95758	CA	2	2	1112	Residential	Mon May 19 00:00:00 EDT 2008	213697	38.423963	-121.428875
2945 RED HAWK WAY	SACRAMENTO	95833	CA	4	2	1856	Residential	Mon May 19 00:00:00 EDT 2008	215000	38.619675	-121.496903
3228 I ST	SACRAMENTO	95816	CA	4	3	1939	Residential	Mon May 19 00:00:00 EDT 2008	215000	38.573844	-121.462839
308 ATKINSON ST	ROSEVILLE	95678	CA	3	1	998	Residential	Mon May 19 00:00:00 EDT 2008	215100	38.746794	-121.29971
624 HOVEY WAY	ROSEVILLE	95678	CA	3	2	1758	Residential	Mon May 19 00:00:00 EDT 2008	217500	38.756149	-121.306479
110 COPPER LEAF WAY	SACRAMENTO	95838	CA	3	2	2142	Residential	Mon May 19 00:00:00 EDT 2008	218000	38.658466	-121.460661
7535 ALMA VISTA WAY	SACRAMENTO	95831	CA	2	1	950	Residential	Mon May 19 00:00:00 EDT 2008	220000	38.48403	-121.507641
7423 WILSALL CT	ELK GROVE	95758	CA	4	3	1739	Residential	Mon May 19 00:00:00 EDT 2008	221000	38.417026	-121.416821
8629 VIA ALTA WAY	ELK GROVE	95624	CA	3	2	1516	Residential	Mon May 19 00:00:00 EDT 2008	222900	38.398245	-121.380615
3318 DAVIDSON DR	ANTELOPE	95843	CA	3	1	988	Residential	Mon May 19 00:00:00 EDT 2008	223139	38.705753	-121.388917
913 COBDEN CT	GALT	95632	CA	4	2	1555	Residential	Mon May 19 00:00:00 EDT 2008	225500	38.282001	-121.295902
4419 79TH ST	SACRAMENTO	95820	CA	3	2	1212	Residential	Mon May 19 00:00:00 EDT 2008	228327	38.534827	-121.412545
3012 SPOONWOOD WAY	SACRAMENTO	95833	CA	4	2	1871	Residential	Mon May 19 00:00:00 EDT 2008	230000	38.62478	-121.523474
8728 CRYSTAL RIVER WAY	SACRAMENTO	95828	CA	3	2	1302	Residential	Mon May 19 00:00:00 EDT 2008	230000	38.47547	-121.380055
4709 AMBER LN Unit 1	SACRAMENTO	95841	CA	2	1	756	Condo	Mon May 19 00:00:00 EDT 2008	230522	38.657789	-121.354994
4508 OLD DAIRY DR	ANTELOPE	95843	CA	4	3	2026	Residential	Mon May 19 00:00:00 EDT 2008	231200	38.72286	-121.358939
312 RIVER ISLE WAY	SACRAMENTO	95831	CA	3	2	1375	Residential	Mon May 19 00:00:00 EDT 2008	232000	38.49026	-121.550527
301 OLIVADI WAY	SACRAMENTO	95834	CA	2	2	1250	Condo	Mon May 19 00:00:00 EDT 2008	232500	38.644406	-121.549049
5636 25TH ST	SACRAMENTO	95822	CA	3	1	1058	Residential	Mon May 19 00:00:00 EDT 2008	233641	38.523828	-121.481139
8721 SPRUCE RIDGE WAY	ANTELOPE	95843	CA	3	2	1187	Residential	Mon May 19 00:00:00 EDT 2008	234000	38.727657	-121.391028
7461 WINDBRIDGE DR	SACRAMENTO	95831	CA	2	2	1324	Residential	Mon May 19 00:00:00 EDT 2008	234500	38.48797	-121.530229
8101 LEMON COVE CT	SACRAMENTO	95828	CA	4	3	1936	Residential	Mon May 19 00:00:00 EDT 2008	235000	38.462981	-121.408288
10949 SCOTSMAN WAY	RANCHO CORDOVA	95670	CA	5	4	2382	Multi-Family	Mon May 19 00:00:00 EDT 2008	236000	38.603686	-121.277844
617 WILLOW CREEK DR	FOLSOM	95630	CA	3	2	1427	Residential	Mon May 19 00:00:00 EDT 2008	236073	38.679626	-121.142609
3301 PARK DR Unit 1914	SACRAMENTO	95835	CA	3	2	1678	Condo	Mon May 19 00:00:00 EDT 2008	238000	38.665296	-121.531993
709 CIMMARON CT	GALT	95632	CA	4	2	1798	Residential	Mon May 19 00:00:00 EDT 2008	238861	38.277177	-121.303747
3305 RIO ROCA CT	ANTELOPE	95843	CA	4	3	2652	Residential	Mon May 19 00:00:00 EDT 2008	239700	38.725079	-121.387698
9080 BEDROCK CT	SACRAMENTO	95829	CA	4	2	1816	Residential	Mon May 19 00:00:00 EDT 2008	240000	38.456939	-121.362965
100 TOURMALINE CIR	SACRAMENTO	95834	CA	5	3	3076	Residential	Mon May 19 00:00:00 EDT 2008	240000	38.63437	-121.510779
6411 RED BIRCH WAY	ELK GROVE	95758	CA	4	2	1844	Residential	Mon May 19 00:00:00 EDT 2008	241000	38.43461	-121.429316
4867 LAGUNA DR	SACRAMENTO	95823	CA	3	2	1306	Residential	Mon May 19 00:00:00 EDT 2008	245000	38.46179	-121.445371
3662 RIVER DR	SACRAMENTO	95833	CA	4	3	2447	Residential	Mon May 19 00:00:00 EDT 2008	246000	38.604969	-121.54255
6943 WOLFGRAM WAY	SACRAMENTO	95828	CA	4	2	1176	Residential	Mon May 19 00:00:00 EDT 2008	247234	38.489215	-121.419546
77 RINETTI WAY	RIO LINDA	95673	CA	4	2	1182	Residential	Mon May 19 00:00:00 EDT 2008	247480	38.687021	-121.463151
1316 I ST	RIO LINDA	95673	CA	3	1	1160	Residential	Mon May 19 00:00:00 EDT 2008	249862	38.683674	-121.435204
2130 CATHERWOOD WAY	SACRAMENTO	95835	CA	3	2	1424	Residential	Mon May 19 00:00:00 EDT 2008	251000	38.675506	-121.510987
8304 JUGLANS DR	ORANGEVALE	95662	CA	4	2	1574	Residential	Mon May 19 00:00:00 EDT 2008	252155	38.691829	-121.249033
5308 MARBURY WAY	ANTELOPE	95843	CA	3	2	1830	Residential	Mon May 19 00:00:00 EDT 2008	254172	38.710221	-121.341707
9182 LAKEMONT DR	ELK GROVE	95624	CA	4	2	1724	Residential	Mon May 19 00:00:00 EDT 2008	258000	38.451353	-121.358776
2231 COUNTRY VILLA CT	AUBURN	95603	CA	2	2	1255	Condo	Mon May 19 00:00:00 EDT 2008	260000	38.931671	-121.097862
8491 CRYSTAL WALK CIR	ELK GROVE	95758	CA	0	0	0	Residential	Mon May 19 00:00:00 EDT 2008	261000	38.416916	-121.407554
361 MAHONIA CIR	SACRAMENTO	95835	CA	4	3	2175	Residential	Mon May 19 00:00:00 EDT 2008	261000	38.676172	-121.509761
3427 LA CADENA WAY	SACRAMENTO	95835	CA	4	2	1904	Residential	Mon May 19 00:00:00 EDT 2008	261000	38.681194	-121.537351
955 BIG SUR CT	EL DORADO HILLS	95762	CA	4	2	1808	Residential	Mon May 19 00:00:00 EDT 2008	262500	38.664347	-121.076529
11826 DIONYSUS WAY	RANCHO CORDOVA	95742	CA	4	2	2711	Residential	Mon May 19 00:00:00 EDT 2008	266000	38.551046	-121.239411
5847 DEL CAMPO LN	CARMICHAEL	95608	CA	3	1	1713	Residential	Mon May 19 00:00:00 EDT 2008	266000	38.671995	-121.324339
5635 FOXVIEW WAY	ELK GROVE	95757	CA	3	2	1457	Residential	Mon May 19 00:00:00 EDT 2008	270000	38.395256	-121.438249
10372 VIA CINTA CT	ELK GROVE	95757	CA	4	3	2724	Residential	Mon May 19 00:00:00 EDT 2008	274425	38.380089	-121.428186
6286 LONETREE BLVD	ROCKLIN	95765	CA	0	0	0	Residential	Mon May 19 00:00:00 EDT 2008	274500	38.805036	-121.293608
7744 SOUTHBREEZE DR	SACRAMENTO	95828	CA	3	2	1468	Residential	Mon May 19 00:00:00 EDT 2008	275336	38.476932	-121.378349
2242 ABLE WAY	SACRAMENTO	95835	CA	4	3	2550	Residential	Mon May 19 00:00:00 EDT 2008	277980	38.666074	-121.509743
1042 STARBROOK DR	GALT	95632	CA	4	2	1928	Residential	Mon May 19 00:00:00 EDT 2008	280000	38.285611	-121.293063
1219 G ST	SACRAMENTO	95814	CA	3	3	1922	Residential	Mon May 19 00:00:00 EDT 2008	284686	38.582818	-121.489096
6220 OPUS CT	CITRUS HEIGHTS	95621	CA	3	2	1343	Residential	Mon May 19 00:00:00 EDT 2008	284893	38.715853	-121.317095
5419 HAVENHURST CIR	ROCKLIN	95677	CA	3	2	1510	Residential	Mon May 19 00:00:00 EDT 2008	285000	38.786746	-121.209957
220 OLD AIRPORT RD	AUBURN	95603	CA	2	2	960	Multi-Family	Mon May 19 00:00:00 EDT 2008	285000	38.939802	-121.054575
4622 MEYER WAY	CARMICHAEL	95608	CA	4	2	1559	Residential	Mon May 19 00:00:00 EDT 2008	285000	38.64913	-121.310667
4885 SUMMIT VIEW DR	EL DORADO	95623	CA	3	2	1624	Residential	Mon May 19 00:00:00 EDT 2008	289000	38.673285	-120.879176
26 JEANROSS CT	SACRAMENTO	95832	CA	5	3	2992	Residential	Mon May 19 00:00:00 EDT 2008	295000	38.473162	-121.491085
4800 MAPLEPLAIN AVE	ELK GROVE	95758	CA	4	2	2109	Residential	Mon May 19 00:00:00 EDT 2008	296000	38.432848	-121.449237
10629 BASIE WAY	RANCHO CORDOVA	95670	CA	4	2	1524	Residential	Mon May 19 00:00:00 EDT 2008	296056	38.579	-121.292627
8612 WILLOW GROVE WAY	SACRAMENTO	95828	CA	3	2	1248	Residential	Mon May 19 00:00:00 EDT 2008	297359	38.464994	-121.386962
62 DE FER CIR	SACRAMENTO	95823	CA	4	2	1876	Residential	Mon May 19 00:00:00 EDT 2008	299940	38.49254	-121.463316
2513 OLD KENMARE RD	LINCOLN	95648	CA	5	3	0	Residential	Mon May 19 00:00:00 EDT 2008	304000	38.847396	-121.259586
3253 ABOTO WAY	RANCHO CORDOVA	95670	CA	4	3	1851	Residential	Mon May 19 00:00:00 EDT 2008	305000	38.57727	-121.285591
3072 VILLAGE PLAZA DR	ROSEVILLE	95747	CA	0	0	0	Residential	Mon May 19 00:00:00 EDT 2008	307000	38.773094	-121.365905
251 CHANGO CIR	SACRAMENTO	95835	CA	4	2	2218	Residential	Mon May 19 00:00:00 EDT 2008	311328	38.68237	-121.539147
8205 WEYBURN CT	SACRAMENTO	95828	CA	3	2	1394	Residential	Mon May 19 00:00:00 EDT 2008	313138	38.47316	-121.403893
8788 LA MARGARITA WAY	SACRAMENTO	95828	CA	3	2	1410	Residential	Mon May 19 00:00:00 EDT 2008	316630	38.468185	-121.375694
5912 DEEPDALE WAY	ELK GROVE	95758	CA	5	3	3468	Residential	Mon May 19 00:00:00 EDT 2008	320000	38.439565	-121.436606
4712 PISMO BEACH DR	ANTELOPE	95843	CA	5	3	2346	Residential	Mon May 19 00:00:00 EDT 2008	320000	38.707705	-121.354153
